folder_name,license_name
jacopoferretti_idmb-movies-user-friendly_class,CC0-1.0
arthur1511_cblol-2021-dataset_class,GNU Lesser General Public License 3.0
balabaskar_historical-weather-data-of-all-country-capitals_ts,CC0-1.0
anupamwadhwa_handwriting-verification_class,CC0-1.0
dishantsavaliya_app-dataset-v1_class,CC0-1.0
zeeshier_t20-cricket-match-score-dataset_reg,apache-2.0
mexwell_21st-century-bordeaux-wine-dataset_reg,Attribution 4.0 International (CC BY 4.0)
zeesolver_apple-quality_class,CC0-1.0
kaushiksuresh147_customer-segmentation_class,CC0-1.0
khinguyntin_hanoiweather1990-2024-data-from-visual-crossing_reg,CC0-1.0
klmsathishkumar_health-insurance-lead-prediction_class,CC-BY-NC-SA-4.0
raihansoniwala_btc-10-years-price-data-20122021_reg,CC0-1.0
ulrikthygepedersen_migration_ts,Attribution 4.0 International (CC BY 4.0)
emirslspr_carrefour-sa-crrfy-stock-price-20172022_ts,CC0-1.0
paolocons_another-fiat-500-dataset-1538-rows_reg,CC0-1.0
sumedh1507_city-typeseda-and-model_class,CC0-1.0
sc0v1n0_petrleo-brasileiro-s-a-petrobras-petr4-sa_reg,CC0-1.0
kukuroo3_bank-marketing-response-predict_class,CC0-1.0
ziya07_srgel-governance-dataset_class,CC0-1.0
amruthjithrajvr_recruitment-scam_class,CC0-1.0
christianlillelund_csgo-round-winner-classification_class,CC0-1.0
whenamancodes_hr-employee-attrition_class,CC0-1.0
prasertk_food-tasty_reg,CC0-1.0
stealthtechnologies_predict-bankruptcy-in-poland_class,Attribution 4.0 International (CC BY 4.0)
lucasmogg_abfl-stock-merged-fao-food-price-indices_ts,apache-2.0
theforcecoder_wind-power-forecasting_ts,CC0-1.0
jlcole_cic-malmem-2022_class,CC-BY-NC-SA-4.0
unmoved_frack-site-data_class,CC0-1.0
amirhoseinsedaghati_the-weather-of-187-countries-in-2020_reg,CC0-1.0
zazaucd_conflict-data_class,CC-BY-SA-4.0
anshtanwar_adult-subjects-70-95-years-activity-recognition_class,Attribution 4.0 International (CC BY 4.0)
guillemservera_us-treasury-yields-daily_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
bhaveshjain1612_regression-dataset_reg,CC0-1.0
stealthtechnologies_car-evaluation-classification_class,Attribution 4.0 International (CC BY 4.0)
mafaqbhatti_crypto-solana-memes-coin_reg,CC-BY-SA-4.0
sudhanshu2198_oil-spill-detection_class,CC0-1.0
olegshpagin_mastercard-stock-price-prediction-dataset_ts,CC0-1.0
kanchana1990_futurocoin-saga-a-200-year-cryptocurrency-odyssey_ts,CC0-1.0
mateuszk013_warsaw-daily-weather_reg,CC-BY-SA-4.0
alirezamehrad_red-and-white-wine-quality_class,apache-2.0
whenamancodes_nba-raptor_class,Attribution 4.0 International (CC BY 4.0)
nurbolatb_wti-oil-price-prediction-dataset_ts,CC-BY-SA-4.0
mysarahmadbhat_toy-sales_ts,CC0-1.0
aravindpcoder_rainfall-in-india-1901-2015_class,CC0-1.0
gyanprakashsingh_fuel-consumption_reg,ODbL-1.0
abhinavmangalore_magic-gamma-cherenkov-telescope-dataset_class,Attribution 4.0 International (CC BY 4.0)
ahmedabdulhamid_horse-racing_class,CC0-1.0
krishnamishras_ball-by-ball-dataset-of-mens-t20-match-till-2024_reg,CC0-1.0
samuelcortinhas_2d-clustering-data_class,CC0-1.0
mirfanazam_dubai-animal-registrations_class,Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC-SA 3.0 IGO)
puspakmeher_networkslicing_class,MIT
abidali567_predict-house-prices_reg,Attribution 4.0 International (CC BY 4.0)
saumya5679_car-price-prediction_reg,CC0-1.0
rabieelkharoua_retail-revelations-decoding-online-sales-trends_class,Attribution 4.0 International (CC BY 4.0)
esathyaprakash_electrical-fault-detection-and-classification_class,CC0-1.0
tejashvi14_engineering-placements-prediction_class,CC0-1.0
fabmob_traffic-counting-using-cameras_ts,CC0-1.0
taweilo_loan-approval-classification-data_class,apache-2.0
atifmasih_students-drugs-addiction-dataset_class,apache-2.0
raimondextervinluan_bitcoindatamovingaverages_ts,CC0-1.0
raminhuseyn_web-traffic-time-series-dataset_ts,CC0-1.0
desalegngeb_conversion-predictors-of-cis-to-multiple-sclerosis_class,CC BY
nudratabbas_petrol-prices-in-pakistan-20102025_ts,CC-BY-SA-4.0
mahipalkumarsingh_consultant-job-placement-data-2023_class,apache-2.0
mohamednafel_telecom-company-customers_class,Community Data License Agreement - Permissive - Version 1.0
mathisjander_s-and-p500-volatility-prediction-time-series-data_ts,GNU Lesser General Public License 3.0
innocentmfa_honda-motor-stocks-prices_ts,apache-2.0
vijayvvenkitesh_microsoft-stock-time-series-analysis_ts,CC0-1.0
niteshyadav3103_concrete-compressive-strength_reg,CC0-1.0
ssismasterchief_qsar-bioconcentration-classes-dataset_reg,CC0-1.0
alexkhr_asml-stocks-price-from-2019-01-01-to-2024-10-18_ts,CC0-1.0
kaushiksuresh147_faang-fbamazonapplenetflixgoogle-stocks_ts,CC0-1.0
yeemeitsang_hkd-to-rmb-exchange-rate_ts,CC0-1.0
raminrahimzada_koronavirusinfoaz-statistics-dataset_ts,CC0-1.0
gauravkumar2525_kepler-exoplanet-dataset_reg,apache-2.0
swekerr_click-through-rate-prediction_class,apache-2.0
mohdzia356_silver-or-gold-for-practice_class,MIT
pralabhpoudel_nz-rainfall-dataset_ts,Attribution 4.0 International (CC BY 4.0)
vanamayaswanth_airline-passenger_class,U.S. Government Works
olegshpagin_walt-disney-company-stock-price-dataset_ts,CC0-1.0
notshrirang_reliance-stock-price-dataset_ts,CC0-1.0
rutiktorambe_techworks-consulting-salary-for-new-employees_class,MIT
gabrielonnamoko_diabetes-dataset_reg,apache-2.0
kevinarvai_clinvar-conflicting_class,CC0-1.0
sanazkhanjani_heart-diseases-dataset_class,ODbL-1.0
fundal_pearsons-height-data-simple-linear-regression_reg,CC0-1.0
zvr842_teen-pregnancy-females-aged-15-to-19_class,CC-BY-SA-4.0
justin2028_daily-statistics-of-the-2022-iran-protests_ts,CC-BY-NC-SA-4.0
ak47bluestack_covid19-india-dataset_ts,DbCL-1.0
colearninglounge_predicting-pulsar-starintermediate_class,CC-BY-NC-SA-4.0
giuliofabbri_fin-env-data_class,Community Data License Agreement - Permissive - Version 1.0
leonidgarin_labeled-bitcoin-addresses-and-transactions_class,Community Data License Agreement - Sharing - Version 1.0
prajwalkanade_hemoglobin-data_reg,apache-2.0
scifivyvignesh_updated-house-price-prediction_reg,MIT
mexwell_us-construction-permits_ts,GPL-2.0
brsahan_vehicle-co2-emissions-dataset_reg,apache-2.0
utkarshx27_which-resume-attributes-drive-job-callbacks_class,CC0-1.0
prasad22_global-economy-indicators_reg,CC0-1.0
mattop_baseball-kbo-batting-data-1982-2021_ts,CC0-1.0
kukuroo3_starbucks-locations-worldwide-2021-version_class,CC0-1.0
aryan0015_nvidia-stock-data-nvda_ts,apache-2.0
sumit17125_restaurants-processed-dataset_reg,CC0-1.0
kapturovalexander_lg-and-samsung-share-prices-2002-2023_reg,CC0-1.0
rupindersinghrana_gender-by-name_class,Attribution 4.0 International (CC BY 4.0)
unmoved_cure-the-princess_class,CC0-1.0
stealthtechnologies_solar-flares-dataset_reg,Attribution 4.0 International (CC BY 4.0)
davidczinege_weather-station-dataset-fulopjakab-hungary_ts,CC0-1.0
flynn28_tesla-stock-price-data_reg,MIT
gauravduttakiit_100k-records_class,CC0-1.0
sumedh1507_student-study-habits-dataset_reg,CC0-1.0
arsalanjamal002_student-sleep-patterns_reg,CC-BY-NC-SA-4.0
muhammadfaizan65_weather-radar-stations-dataset_class,MIT
thedevastator_peter-mckinnon-twitter-engagement-analysis-2015_ts,CC0-1.0
meetnagadia_dogecoin-inr-dataset-20172020_ts,ODbL-1.0
diraf0_sloan-digital-sky-survey-dr18_class,CC-BY-SA-4.0
fidelissauro_focos-incendios-brasil_ts,DbCL-1.0
adilbhatti_dollar-exchange-rates-asian-countries_reg,CC0-1.0
dhinaharp_accelerometer-data-set_reg,DbCL-1.0
ahsenwaheed_youtube-comments-spam-dataset_class,Attribution 4.0 International (CC BY 4.0)
sumit08_inter-state-portability-transactions-aug-2024_reg,ODC Public Domain Dedication and Licence (PDDL)
oles04_bundesliga-seasons_class,CC-BY-NC-SA-4.0
christianlillelund_passenger-list-for-the-estonia-ferry-disaster_class,CC0-1.0
furqanrustam118_m-en-dataset-2_class,Community Data License Agreement - Permissive - Version 1.0
amiroft_tehran-renting_reg,Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC-SA 3.0 IGO)
dmytrobuhai_ukrainian-air-quality-daily-pollution-in-wartime_ts,Attribution 4.0 International (CC BY 4.0)
shubham2703_bitcoin-time-series-datajan-2018-jan-2022_ts,CC-BY-NC-SA-4.0
rashadrmammadov_gun-price-prediction-linear-regression-model_reg,CC0-1.0
lucidlenn_sloan-digital-sky-survey_class,CC-BY-SA-4.0
rituparnaghosh18_braking-distance-data_reg,CC0-1.0
garrickhague_temp-data-of-prominent-us-cities-from-1948-to-2022_ts,CC0-1.0
tejashvi14_employee-future-prediction_class,CC0-1.0
dev523_ml-marathon-dataset-by-azure-developer-community_class,CC0-1.0
debashish311601_stoxx50financialratios_ts,CC0-1.0
sachgarg_iris-classification_class,CC0-1.0
swish9_synthetic-indian-automobile-crash-data_class,MIT
mexwell_galtons-heights_reg,CC0-1.0
bushnag_cars-in-the-middle-east_class,CC0-1.0
tmishinev_tsmc-taiwan-semiconductors-stock-price_ts,CC0-1.0
yasserh_bmidataset_class,CC0-1.0
gabrielrichter_sales-by-products-assortment_ts,CC0-1.0
whenamancodes_mnist-easy_class,CC0-1.0
tesnimglen_analyzing-market-responses-to-boycott-movements_ts,DbCL-1.0
qubdidata_electric-power-consumption_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
boyangs444_process-data-for-predictive-maintenance_ts,CC-BY-NC-SA-4.0
fouadtrad2_evasive-pdf-samples_class,CC-BY-NC-SA-4.0
pavan9065_google-stock-history_ts,CC0-1.0
aleexharris_bitcoin-network-on-chain-blockchain-data_ts,Attribution 4.0 International (CC BY 4.0)
gamersclub_brazilian-csgo-plataform-dataset-by-gamers-club_class,CC-BY-NC-SA-4.0
shyambhu_bbc-television-advertisementcsv_class,CC0-1.0
evadrichter_evolution-of-debt-distress-in-hipc-countries_class,CC0-1.0
raviiloveyou_classification-datasetges_class,CC0-1.0
shashwatwork_dementia-prediction-dataset_class,Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC-SA 3.0 IGO)
lazer999_corruption_reg,CC0-1.0
michaellanurias_spotify-playlist-origins_class,apache-2.0
krishnaraj30_finance-loan-approval-prediction-data_class,CC0-1.0
abuchionwuegbusi_turkish-music-emotion-prediction_class,CC0-1.0
iamhassantahir_air-pollution-dataset-for-gujrat-pakistan_ts,MIT
macaronimutton_mumbai-rainfall-data_ts,ODC Public Domain Dedication and Licence (PDDL)
harishedison_jena-weather-dataset_reg,CC0-1.0
mehtaakshat_youtube-comments-data-sentiment-toxicity-spam_class,CC-BY-SA-4.0
anirudhchauhan_climate-change-temperature-data_reg,CC0-1.0
meleknur_mpg-prediction-vehicle-fuel-efficiency-prediction_reg,CC-BY-SA-4.0
zeynepsivri_tour-de-france-rider-information_class,CC0-1.0
sheemamasood_diabetes-130-us-hospitals-for-years-1999-2008_class,CC-BY-SA-4.0
ulrikthygepedersen_nfl-draft-1985-2015_reg,Attribution 4.0 International (CC BY 4.0)
pythonafroz_daily-power-production-data-of-solar-power-plant_ts,CC0-1.0
ehan2025_hourly-peak-player-counts-on-hypixel_ts,CC0-1.0
jimschacko_airlines-dataset-to-predict-a-delay_class,CC0-1.0
mayankanand2701_tesla-stock-price-dataset_ts,MIT
yasserh_mercedesbenz-greener-manufacturing-dataset_reg,CC0-1.0
hussainkhasamwala_tata-motors-stock-price-5-years_reg,GNU Lesser General Public License 3.0
raghavgarg12_vortex2_reg,MIT
prodigyanalysis_almaty-housing-selling_reg,MIT
tavoglc_sunspots_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
hetax17_france-vehicles-co2-emission-2013_reg,CC0-1.0
setseries_nifty50-stocks-dataset20102021_ts,CC0-1.0
alisadeghiaghili_university-admissions_reg,CC0-1.0
mdismielhossenabir_sentiment-analysis_class,MIT
ptdevsecops_cybria-federated-learning-network-security-iot_class,MIT
nayanack_power-consumption_ts,CC0-1.0
fatihilhan_global-superstore-dataset_class,MIT
fidelissauro_desmatamento-brasil_ts,DbCL-1.0
subirmaity_mosfet-characteristics_reg,CC0-1.0
ahmetzamanis_energy-consumption-and-pricing-trkiye-2018-2023_ts,CC-BY-SA-4.0
shelvigarg_sales-forecasting-womart-store_ts,DbCL-1.0
rashikrahmanpritom_177k-english-song-data-from-20082017_class,CC0-1.0
yogaarifin_jakarta-air-quality-data_class,Open Database License (ODbL)
joebeachcapital_steel-industry-energy-consumption_class,Attribution 4.0 International (CC BY 4.0)
hame33_bond-girl-dataset_class,CC0-1.0
abdulwadood11220_spam-or-real-email-dataset_class,CC-BY-SA-4.0
rakeshravindra_titanic-ml-from-disaster_class,MIT
yasserhessein_small-lung-nodule-lung-cancer-dataset_class,CC-BY-SA-4.0
matthewjansen_bgc-jena-weather-station-dataset-20172024_ts,Attribution 4.0 International (CC BY 4.0)
gauravduttakiit_industry-power-utilisation-prediction_reg,MIT
thedevastator_markiplier-s-twitter-engagement-from-2017-2020_ts,CC0-1.0
shubhammeshram579_forest-fires-prediction_reg,CC0-1.0
ratnarohith_stock-prices-of-applamznfbgoognflx-in-2018_reg,apache-2.0
utkarshx27_breast-cancer-wisconsin-diagnostic-dataset_class,CC0-1.0
saranyaponnarasu_predictive-lead-data-for-edtech_class,apache-2.0
yashkmd_nifty-historical-futures-updated-apr-2023_ts,DbCL-1.0
rabieelkharoua_predict-pet-adoption-status-dataset_class,Attribution 4.0 International (CC BY 4.0)
nickseader_wages-cpi-housing_ts,ODC Public Domain Dedication and Licence (PDDL)
cristaliss_ryanair-reviews-ratings_ts,ODC Attribution License (ODC-By)
abdalrhamnhebishy_train-csv_class,apache-2.0
gauravduttakiit_dry-bean-classification_class,CC0-1.0
alicanpayasli_priceofcars_reg,CC0-1.0
ferdinandbaidoo_drivers-license-test-scores-data_class,DbCL-1.0
jinxzed_av-janatahack-crosssell-prediction_class,GPL-2.0
ericmundt_italian-grocery-store-mancuso-piccialli-sudoso_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
meghrajbagde_robotic-arm-dataset-multiple-trajectories_reg,MIT
pratham123chaudhary_fuel-mixture-propertiesmulti-regression-problem_reg,CC-BY-NC-SA-4.0
umerhaddii_rolling-stone-album-rankings_class,CC0-1.0
sadeghjalalian_road-accident-in-uk_ts,CC BY
sahirmaharajj_driver-application-status_class,apache-2.0
aravindrajpalepu_tesla-used-cars_reg,apache-2.0
atefehmirnaseri_cell-phone-price_class,CC0-1.0
alicenkbaytop_abalone-dataset_reg,apache-2.0
anseldsouza_water-pump-rul-predictive-maintenance_ts,CC0-1.0
andynath_new-delhi-rental-listings_reg,CC0-1.0
miadul_hypertension-risk-prediction-dataset_class,apache-2.0
guillemservera_fuels-futures-data_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
sakshisatre_ice-cream-sales-dataset_reg,apache-2.0
kzmontage_sales-from-different-stores_ts,ODbL-1.0
adityaramachandran27_nasa-near-earth-objects-information_class,CC0-1.0
apurboshahidshawon_weatherdatabangladesh_class,CC0-1.0
mrsimple07_employee-attrition-data-prediction_class,MIT
ulrikthygepedersen_beach-water-quality_reg,Attribution 4.0 International (CC BY 4.0)
dsalgo_landslide_class,CC0-1.0
notshrirang_japanese-characters_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
mcarujo_euro-cup-2020_class,CC0-1.0
adityaramachandran27_nasa-near-earth-objects-information_reg,CC0-1.0
damianogalassi_traffic-volume_reg,apache-2.0
shivamkumarsingh1_knn-classifier_class,CC0-1.0
bhavkaur_synthetic-infant-health-dataset_class,CC0-1.0
yajkotak_mental-health-and-screen-time-correlation-dataset_class,apache-2.0
paree24_india-gdp-growth-world-bank-1961-to-2017_reg,world-bank
andersward_10k-statement-data-for-us-biotech-companies_ts,CC0-1.0
kapturovalexander_food-orders_ts,CC0-1.0
anandshaw2001_customer-churn-dataset_class,CC0-1.0
miadul_introvert-extrovert-and-ambivert-classification_class,apache-2.0
matejkore_dezinfo-sk-fake-news-dataset_class,CC0-1.0
taeefnajib_handwriting-data-to-detect-alzheimers-disease_class,Attribution 4.0 International (CC BY 4.0)
ruthgn_wine-quality-data-set-red-white-wine_reg,Attribution 4.0 International (CC BY 4.0)
artemcheremuhin_marketing-analysis-dataset_reg,CC0-1.0
nassimsfaxi_vehicle-claims-insurance_class,apache-2.0
sujaykapadnis_recalls-data_ts,Public Domain
yuvistrange_content-based-features-phishing-and-legit-websites_class,apache-2.0
nikitricky_sofia-weather-records_ts,CC-BY-SA-4.0
kaushiksuresh147_solana-cryptocurrency-historical-dataset_ts,CC0-1.0
saadatkhalid_meta-platforms-stock-price-data_ts,CC0-1.0
abhia1999_chronic-kidney-disease_class,CC0-1.0
pattnaiksatyajit_air-passengers_ts,CC0-1.0
bensalem14_middle-school-exam-cheating_reg,MIT
vbmokin_covid19-forecast-trends-for-the-many-countries_ts,Attribution 4.0 International (CC BY 4.0)
taweilo_fish-species-sampling-weight-and-height-data_class,apache-2.0
sumedh1507_hypertension-dataset_class,CC0-1.0
sezginfurkan_geophone-sensor-dataset_class,CC0-1.0
amit1235813_new-zealand-environmental-tax-19992020_reg,CC-BY-SA-4.0
shubhambathwal_flight-price-prediction_reg,CC0-1.0
arnabchaki_data-science-salaries-2023_class,DbCL-1.0
sandeepmajumdar_abalone-age-prediction_reg,CC0-1.0
gonzalorecioc_brain-tumor-images-with-tumor-location-coordinates_reg,GPL-2.0
taseermehboob9_salary-dataset-of-business-levels_reg,CC0-1.0
errykus_absenteeism-information_ts,CC0-1.0
ivanj0_leetcode-rating-data-how-long-to-ace-interviews_reg,MIT
chitreshkr_us-consumer-price-index-data-from-1968-2024_ts,U.S. Government Works
tanshihjen_early-stage-diabetes-risk-prediction_class,Attribution 4.0 International (CC BY 4.0)
samybaladram_golf-play-extended_reg,Attribution 4.0 International (CC BY 4.0)
ruchikakumbhar_calories-burnt-prediction_reg,CC0-1.0
aarontanjaya_uci-wine-dataset-edit_class,Open Database License (ODbL)
jimschacko_tesla-inc-last-5-years-stock-historical-data_ts,CC0-1.0
anujckulkarni_original-151-pokemon_class,CC-BY-SA-4.0
jawadkhattak_us-flight-delay-from-january-2017-july-2022_reg,CC0-1.0
swasthiik_taxtruth-tax-perception-dataset-from-india_class,CC0-1.0
alikalwar_uae-used-car-prices-and-features-10k-listings_reg,CC-BY-SA-4.0
robjan_ph-recognition_class,DbCL-1.0
iremnurtokuroglu_credit-score-classification-cleaned-dataset_class,CC-BY-NC-SA-4.0
shedai_retail-data-set_ts,Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC-SA 3.0 IGO)
yasserh_bike-sharing-dataset_reg,CC0-1.0
fundal_galtons-height-data-multiple-linear-regression_reg,CC0-1.0
soniyabablani_healthcare-dataset_class,CC0-1.0
sathyanarayanrao89_usda-wheat-production-and-acreage-data-1866-2022_ts,CC0-1.0
kane6543_most-watched-stocks-of-past-decade20132023_ts,CC0-1.0
bakar31_game-of-thronesgot_reg,CC0-1.0
syedanwarafridi_earthquake-events-worldwide-2023_ts,MIT
sudipmanchare_reliance-data_ts,CC0-1.0
timmofeyy_-world-metro_class,CC0-1.0
mexwell_bike-ride-activity_ts,Attribution 4.0 International (CC BY 4.0)
omegajoctan_ohlsignal-d1_class,MIT
abuchionwuegbusi_maternal-health-risk_class,apache-2.0
ivan314sh_prices-of-moscow-apartments_reg,MIT
thomasfrewtwo_yahtzee-score-card-checkpoints_reg,CC0-1.0
ruchikakumbhar_placement-prediction-dataset_class,CC0-1.0
charulathasanmathi_house-price-prediction_reg,apache-2.0
sameersinghhh_microsoft-monthly-and-weekly-stock-prize-dataset_ts,DbCL-1.0
derryderajat_indeks-pencemaran-udara-dki_class,DbCL-1.0
adhurimquku_ford-car-price-prediction_reg,CC0-1.0
mariyamalshatta_inn-hotels-group_class,CC0-1.0
parisrohan_nyc-taxi-trip-duration_reg,CC0-1.0
sayansh001_speech-accent-recognition_class,DbCL-1.0
saranyaponnarasu_bank-marketing-term-deposits-classification_class,apache-2.0
lakshmiprasoonkumar_books-dataset-scraping_class,MIT
anyasorc_valentine-dataset_class,MIT
zeeshanlatif_used-car-price-prediction-dataset_reg,Attribution 4.0 International (CC BY 4.0)
stealthtechnologies_nintendo-stock-data_ts,apache-2.0
rabieelkharoua_sirtuin6-small-molecules-dataset_class,Attribution 4.0 International (CC BY 4.0)
mhassansaboor_gold-stock-dataset-2000-2024_ts,CC0-1.0
clickfb_ds-francis_class,CC0-1.0
kpatel00_apple-stock-prices-updated-15-august-2024_ts,CC0-1.0
rxnach_student-stress-factors-a-comprehensive-analysis_class,apache-2.0
olegshpagin_microsoft-corporation-stock-price-dataset_ts,CC0-1.0
jishnukoliyadan_gold-price-1979-present_ts,CC0-1.0
olegshpagin_meta-platforms-inc-stock-price-dataset_ts,CC0-1.0
kayam3_progressive-endurance-load-one-runners-journey_reg,MIT
azurristarks_azurrinsurance_reg,ODC Attribution License (ODC-By)
skamlo_wine-price-on-polish-market_reg,CC0-1.0
syedjaferk_petrol-price-data-by-district_ts,CC0-1.0
prajwaldongre_microsoft-stock-price2000-2023_ts,CC0-1.0
rabieelkharoua_parkinsons-disease-dataset-analysis_class,Attribution 4.0 International (CC BY 4.0)
abdelazizsami_cdc-diabetes-health-indicators_class,apache-2.0
suryadeepthi_corporate-work-hours-productivity_class,CC0-1.0
twinkle0705_state-wise-power-consumption-in-india_ts,CC0-1.0
sumitm004_forest-fire-area_reg,CC0-1.0
girishvutukuri_weightheight_class,DbCL-1.0
muhammadshahidazeem_customer-conversion-dataset-for-stuffmart-com_class,CC0-1.0
mhassansaboor_pia-stock-dataset-2008-2024_ts,CC0-1.0
pritsheta_netflix-stock-data-from-2002-to-2021_ts,ODbL-1.0
ruchikakumbhar_deepseek-reviews-dataset-google-playstore_reg,CC0-1.0
joebeachcapital_craft-beers_class,DbCL-1.0
olegshpagin_starbucks-stock-price-prediction-dataset_ts,CC0-1.0
lucasdraichi_2024-miami-grand-prix-verstappen-telemetry_ts,MIT
mexwell_global-development_ts,GPL-2.0
erenakbulut_user-car-prices-barcelona-2022_class,Attribution 4.0 International (CC BY 4.0)
itachi9604_disease-symptom-description-dataset_class,CC-BY-SA-4.0
mhassansaboor_alibaba-stock-dataset-2025_ts,CC0-1.0
balabaskar_us-dollar-index-data_ts,CC0-1.0
sanchitagholap_crop-and-fertilizer-dataset-for-westernmaharashtra_class,CC0-1.0
hieudaotrung_gear-vibration_reg,Community Data License Agreement - Permissive - Version 1.0
janiobachmann_bank-marketing-dataset_class,CC0-1.0
innocentmfa_meta-stock-prices-2020-to-2024_ts,apache-2.0
teocalvo_analytical-base-table-churn_class,CC-BY-NC-SA-4.0
shantanuss_banknote-authentication-uci_class,CC0-1.0
yasserh_bigmartsalesdataset_reg,CC0-1.0
avarice02_urinalysis-test-results_class,ODbL-1.0
mhdzahier_travel-insurance_class,ODbL-1.0
mayankanand2701_walmart-stock-price-dataset_ts,MIT
lydia70_chicago-weather-dreaming-of-a-white-christmas_ts,Public Domain
liliya2005_import-of-smartphones-to-russia-2017-2023_reg,CC0-1.0
whenamancodes_netflix-stock-market-analysis-founding-years_ts,ODbL-1.0
ishadss_eucalyptus_class,CC0-1.0
niloobahrami_titanic_class,DbCL-1.0
prasertk_privately-owned-guns-vs-crime-and-safety-index_reg,CC0-1.0
mathisjander_real-estate-listings-berlin-de-april-2023_reg,CC0-1.0
kishorkhengare_cement-sales-demand_ts,CC0-1.0
ccanb23_iea-monthly-electricity-statistics_ts,ODC Attribution License (ODC-By)
abdullah0a_world-happiness-data-2024-explore-life_reg,MIT
mexwell_blood-transfusion-classification_class,Attribution 4.0 International (CC BY 4.0)
rangalamahesh_bank-churn_class,apache-2.0
rujisansoongklang_urlfeatureextraction_class,CC0-1.0
tharindumadhusanka9_sri-lanka-weather-data-for-all-districts_reg,CC0-1.0
henriupton_wind-power-production-us-2001-2023_ts,Public Domain
amirhosseinmirzaie_americancitizenincome_class,Community Data License Agreement - Sharing - Version 1.0
thedevastator_crypto-trading-and-technical-indicators_class,CC0-1.0
alexkhr_pfizer-stocks-price-from-2019-01-01-to-2024-10-11_ts,CC0-1.0
iamtanmayshukla_medical-insurance-cost-datasets_reg,CC0-1.0
itssuru_bike-sharing-system-washington-dc_reg,DbCL-1.0
mirajdeepbhandari_polynomial-regression_reg,CC0-1.0
yasserh_wine-quality-dataset_class,CC0-1.0
vbmokin_dissolved-oxygen-prediction-in-river-water_reg,Attribution 4.0 International (CC BY 4.0)
arnobbhowmik_ton-iot-network-dataset_class,Attribution 4.0 International (CC BY 4.0)
yekahaaagayeham_loantap-data_class,MIT
muhamedumarjamil_house-price-prediction-dataset_reg,CC0-1.0
sansuthi_dry-bean-dataset_class,CC0-1.0
sudipmanchare_reliance-data_reg,CC0-1.0
pruthvish115_msft-stock-prediction_ts,CC0-1.0
janus137_six-decades-of-california-earthquakes_ts,CC0-1.0
abhipratapsingh_loan-default-risk-analysis-dataset_class,apache-2.0
srisahithis_agg-etf-ohlcv-data-20062020-15y-price-history_ts,apache-2.0
whenamancodes_amazon-stock-market-analysis-founding-years_ts,ODbL-1.0
atharvaarya25_ice-cream-production-over-50-years_ts,DbCL-1.0
schran_rental-market-trends_reg,MIT
abhinav99ash29_asl-numbers-dataset_class,CC0-1.0
ayusht18dec_case-study-dataset_reg,apache-2.0
alessandrolobello_all-s-and-p100-open-price-stocks-forecast_reg,CC0-1.0
lukelarue_movie-attributes-for-3400-movies-from-20002020_ts,CC0-1.0
rupakroy_lstm-datasets-multivariate-univariate_ts,DbCL-1.0
rabieelkharoua_predict-conversion-in-digital-marketing-dataset_class,Attribution 4.0 International (CC BY 4.0)
ratnarohith_stock-prices-of-applamznfbgoognflx-in-2018_ts,apache-2.0
anshtanwar_top-200-trending-books-with-reviews_class,Attribution 4.0 International (CC BY 4.0)
sinansaglam_nvidia-all-time-stock-prices_ts,CC0-1.0
mdusmanansari_crimes-in-india-february-2024_class,CC0-1.0
vikramamin_bank-loan-approval-lr-dt-rf-and-auc_class,CC0-1.0
dhanushnarayananr_credit-card-fraud_class,CC0-1.0
abhijeetbhilare_nifty-it-index-daily-data-2011-to-2022_ts,CC0-1.0
johnkihoro_insurance-charge_reg,apache-2.0
leviathanaxeislit_employee-promotion-dataset_class,apache-2.0
meirnizri_covid19-dataset_class,CC0-1.0
leventoz_food-prices-in-turkey_reg,CC BY
hsergeyfrolov_top-40-crypto-perpetuals-hourly-prices_ts,MIT
rupakroy_stock-trading-data_ts,CC0-1.0
albertovidalrod_electricity-consumption-uk-20092022_reg,ODbL-1.0
krishchordiya_wine-classification-dataset_class,MIT
eclipsestar_data-pph-ppn-dan-cukai-1980-2023_ts,CC0-1.0
lefoss_business-demographics-dataset-london_reg,CC BY
kooose_covid19-japan-time-series-transition_ts,Public Domain
taweilo_taiwan-wright-and-weight-sampling-data_reg,apache-2.0
mexwell_grass-pollen-forecasting_class,MIT
innocentmfa_students-health-and-academic-performance_class,apache-2.0
sujithmandala_second-hand-car-price-prediction_reg,CC-BY-SA-4.0
danushkumarv_glass-identification-data-set_class,CC0-1.0
joebeachcapital_dota2-games-results_class,Attribution 4.0 International (CC BY 4.0)
zainabsiddiqui2322_dairy-products_class,CC0-1.0
sudhirnl7_fuel-price-in-india_ts,CC0-1.0
